ICD10,ICD9,Flag
S66198A,,10000
S66198A,,10000
S66198D,10000,
S66198S,,10000
S66199A,,10000
S66199A,,10000
S66199D,10000,
S66199S,,10000
S66201A,,10000
S66201A,,10000
S66201D,10000,
S66201S,,10000
S66202A,,10000
S66202A,,10000
S66202D,10000,
S66202S,,10000
S66209A,,10000
S66209D,10000,
S66209S,,10000
S66211A,10000,
S66211A,10000,
S66211D,10000,
S66211S,,10000
S66212A,10000,
S66212A,10000,
S66212D,10000,
S66212S,,10000
S66219A,10000,
S66219A,10000,
S66219D,10000,
S66219S,,10000
S66221A,10000,
S66221A,,10000
S66221D,10000,
S66221S,,10000
S66222A,10000,
S66222A,,10000
S66222D,10000,
S66222S,,10000
S66229A,10000,
S66229A,,10000
S66229D,10000,
S66229S,,10000
S66291A,,10000
S66291A,,10000
S66291D,10000,
S66291S,,10000
S66292A,,10000
S66292A,,10000
S66292D,10000,
S66292S,,10000
S66299A,,10000
S66299A,,10000
S66299D,10000,
S66299S,,10000
S66300A,,10000
S66300A,,10000
S66300D,10000,
S66300S,,10000
S66301A,,10000
S66301A,,10000
S66301D,10000,
S66301S,,10000
S66302A,,10000
S66302A,,10000
S66302D,10000,
S66302S,,10000
S66303A,,10000
S66303A,,10000
S66303D,10000,
S66303S,,10000
S66304A,,10000
S66304A,,10000
S66304D,10000,
S66304S,,10000
S66305A,,10000
S66305A,,10000
S66305D,10000,
S66305S,,10000
S66306A,,10000
S66306A,,10000
S66306D,10000,
S66306S,,10000
S66307A,,10000
S66307A,,10000
S66307D,10000,
S66307S,,10000
S66308A,,10000
S66308A,,10000
S66308D,10000,
S66308S,,10000
S66309A,,10000
S66309A,,10000
S66309D,10000,
S66309S,,10000
S66310A,10000,
S66310A,10000,
S66310D,10000,
S66310S,,10000
S66311A,10000,
S66311A,10000,
S66311D,10000,
S66311S,,10000
S66312A,10000,
S66312A,10000,
S66312D,10000,
S66312S,,10000
S66313A,10000,
S66313A,10000,
S66313D,10000,
S66313S,,10000
S66314A,10000,
S66314A,10000,
S66314D,10000,
S66314S,,10000
S66315A,10000,
S66315A,10000,
S66315D,10000,
S66315S,,10000
S66316A,10000,
S66316A,10000,
S66316D,10000,
S66316S,,10000
S66317A,10000,
S66317A,10000,
S66317D,10000,
S66317S,,10000
S66318A,10000,
S66318A,10000,
S66318D,10000,
S66318S,,10000
S66319A,10000,
S66319A,10000,
S66319D,10000,
S66319S,,10000
S66320A,10000,
S66320A,,10000
S66320D,10000,
S66320S,,10000
S66321A,10000,
S66321A,,10000
S66321D,10000,
S66321S,,10000
S66322A,10000,
S66322A,,10000
S66322D,10000,
S66322S,,10000
S66323A,10000,
S66323A,,10000
S66323D,10000,
S66323S,,10000
S66324A,10000,
S66324A,,10000
S66324D,10000,
S66324S,,10000
S66325A,10000,
S66325A,,10000
S66325D,10000,
S66325S,,10000
S66326A,10000,
S66326A,,10000
S66326D,10000,
S66326S,,10000
S66327A,10000,
S66327A,,10000
S66327D,10000,
S66327S,,10000
S66328A,10000,
S66328A,,10000
S66328D,10000,
S66328S,,10000
S66329A,10000,
S66329A,,10000
S66329D,10000,
S66329S,,10000
S66390A,,10000
S66390A,,10000
S66390D,10000,
S66390S,,10000
S66391A,,10000
S66391A,,10000
S66391D,10000,
S66391S,,10000
S66392A,,10000
S66392A,,10000
S66392D,10000,
S66392S,,10000
S66393A,,10000
S66393A,,10000
S66393D,10000,
S66393S,,10000
S66394A,,10000
S66394A,,10000
S66394D,10000,
S66394S,,10000
S66395A,,10000
S66395A,,10000
S66395D,10000,
S66395S,,10000
S66396A,,10000
S66396A,,10000
S66396D,10000,
S66396S,,10000
S66397A,,10000
S66397A,,10000
S66397D,10000,
S66397S,,10000
S66398A,,10000
S66398A,,10000
S66398D,10000,
S66398S,,10000
S66399A,,10000
S66399A,,10000
S66399D,10000,
S66399S,,10000
S66401A,,10000
S66401A,,10000
S66401D,10000,
S66401S,,10000
S66402A,,10000
S66402A,,10000
S66402D,10000,
S66402S,,10000
S66409A,,10000
S66409A,,10000
S66409D,10000,
S66409S,,10000
S66411A,10000,
S66411A,10000,
S66411D,10000,
S66411S,,10000
S66412A,10000,
S66412A,10000,
S66412D,10000,
S66412S,,10000
S66419A,10000,
S66419A,10000,
S66419D,10000,
S66419S,,10000
S66421A,10000,
S66421A,,10000
S66421D,10000,
S66421S,,10000
S66422A,10000,
S66422A,,10000
S66422D,10000,
S66422S,,10000
S66429A,10000,
S66429A,,10000
S66429D,10000,
S66429S,,10000
S66491A,,10000
S66491A,,10000
S66491D,10000,
S66491S,,10000
S66492A,,10000
S66492A,,10000
S66492D,10000,
S66492S,,10000
S66499A,,10000
S66499A,,10000
S66499D,10000,
S66499S,,10000
S66500A,,10000
S66500A,,10000
S66500D,10000,
S66500S,,10000
S66501A,,10000
S66501A,,10000
S66501D,10000,
S66501S,,10000
S66502A,,10000
S66502A,,10000
S66502D,10000,
S66502S,,10000
S66503A,,10000
S66503A,,10000
S66503D,10000,
S66503S,,10000
S66504A,,10000
S66504A,,10000
S66504D,10000,
S66504S,,10000
S66505A,,10000
S66505A,,10000
S66505D,10000,
S66505S,,10000
S66506A,,10000
S66506A,,10000
S66506D,10000,
S66506S,,10000
S66507A,,10000
S66507A,,10000
S66507D,10000,
S66507S,,10000
S66508A,,10000
S66508A,,10000
S66508D,10000,
S66508S,,10000
S66509A,,10000
S66509A,,10000
S66509D,10000,
S66509S,,10000
S66510A,10000,
S66510A,10000,
S66510D,10000,
S66510S,,10000
S66511A,10000,
S66511A,10000,
S66511D,10000,
S66511S,,10000
S66512A,10000,
S66512A,10000,
S66512D,10000,
S66512S,,10000
S66513A,10000,
S66513A,10000,
S66513D,10000,
S66513S,,10000
S66514A,10000,
S66514A,10000,
S66514D,10000,
S66514S,,10000
S66515A,10000,
S66515A,10000,
S66515D,10000,
S66515S,,10000
S66516A,10000,
S66516A,10000,
S66516D,10000,
S66516S,,10000
S66517A,10000,
S66517A,10000,
S66517D,10000,
S66517S,,10000
S66518A,10000,
S66518A,10000,
S66518D,10000,
S66518S,,10000
S66519A,10000,
S66519A,10000,
S66519D,10000,
S66519S,,10000
S66520A,10000,
S66520A,,10000
S66520D,10000,
S66520S,,10000
S66521A,10000,
S66521A,,10000
S66521D,10000,
S66521S,,10000
S66522A,10000,
S66522A,,10000
S66522D,10000,
S66522S,,10000
S66523A,10000,
S66523A,,10000
S66523D,10000,
S66523S,,10000
S66524A,10000,
S66524A,,10000
S66524D,10000,
S66524S,,10000
S66525A,10000,
S66525A,,10000
S66525D,10000,
S66525S,,10000
S66526A,10000,
S66526A,,10000
S66526D,10000,
S66526S,,10000
S66527A,10000,
S66527A,,10000
S66527D,10000,
S66527S,,10000
S66528A,10000,
S66528A,,10000
S66528D,10000,
S66528S,,10000
S66529A,10000,
S66529A,,10000
S66529D,10000,
S66529S,,10000
S66590A,,10000
S66590A,,10000
S66590D,10000,
S66590S,,10000
S66591A,,10000
S66591A,,10000
S66591D,10000,
S66591S,,10000
S66592A,,10000
S66592A,,10000
S66592D,10000,
S66592S,,10000
S66593A,,10000
S66593A,,10000
S66593D,10000,
S66593S,,10000
S66594A,,10000
S66594A,,10000
S66594D,10000,
S66594S,,10000
S66595A,,10000
S66595A,,10000
S66595D,10000,
S66595S,,10000
S66596A,,10000
S66596A,,10000
S66596D,10000,
S66596S,,10000
S66597A,,10000
S66597A,,10000
S66597D,10000,
S66597S,,10000
S66598A,,10000
S66598A,,10000
S66598D,10000,
S66598S,,10000
S66599A,,10000
S66599A,,10000
S66599D,10000,
S66599S,,10000
S66801A,,10000
S66801A,,10000
S66801D,10000,
S66801S,,10000
S66802A,,10000
S66802A,,10000
S66802D,10000,
S66802S,,10000
S66809A,,10000
S66809A,,10000
S66809D,10000,
S66809S,,10000
S66811A,10000,
S66811A,10000,
S66811D,10000,
S66811S,,10000
S66812A,10000,
S66812A,10000,
S66812D,10000,
S66812S,,10000
S66819A,10000,
S66819A,10000,
S66819D,10000,
S66819S,,10000
S66821A,10000,
S66821A,,10000
S66821D,10000,
S66821S,,10000
S66822A,10000,
S66822A,,10000
S66822D,10000,
S66822S,,10000
S66829A,10000,
S66829A,,10000
S66829D,10000,
S66829S,,10000
S66891A,,10000
S66891A,,10000
S66891D,10000,
S66891S,,10000
S66892A,,10000
S66892A,,10000
S66892D,10000,
S66892S,,10000
S66899A,,10000
S66899A,,10000
S66899D,10000,
S66899S,,10000
S66901A,,10000
S66901A,,10000
S66901D,10000,
S66901S,,10000
S66902A,,10000
S66902A,,10000
S66902D,10000,
S66902S,,10000
S66909A,,10000
S66909A,,10000
S66909D,10000,
S66909S,,10000
S66911A,10000,
S66911A,10000,
S66911D,10000,
S66911S,,10000
S66912A,10000,
S66912A,10000,
S66912D,10000,
S66912S,,10000
S66919A,10000,
S66919A,10000,
S66919D,10000,
S66919S,,10000
S66921A,10000,
S66921A,,10000
S66921D,10000,
S66921S,,10000
S66922A,10000,
S66922A,,10000
S66922D,10000,
S66922S,,10000
S66929A,10000,
S66929A,,10000
S66929D,10000,
S66929S,,10000
S66991A,,10000
S66991A,,10000
S66991D,10000,
S66991S,,10000
S66992A,,10000
S66992A,,10000
S66992D,10000,
S66992S,,10000
S66999A,,10000
S66999A,,10000
S66999D,10000,
S66999S,,10000
S6700XA,,10000
S6700XD,10000,
S6700XS,,10000
S6701XA,,10000
S6701XD,10000,
S6701XS,,10000
S6702XA,,10000
S6702XD,10000,
S6702XS,,10000
S6710XA,,10000
S6710XD,10000,
S6710XS,,10000
S67190A,,10000
S67190D,10000,
S67190S,,10000
S67191A,,10000
S67191D,10000,
S67191S,,10000
S67192A,,10000
S67192D,10000,
S67192S,,10000
S67193A,,10000
S67193D,10000,
S67193S,,10000
S67194A,,10000
S67194D,10000,
S67194S,,10000
S67195A,,10000
S67195D,10000,
S67195S,,10000
S67196A,,10000
S67196D,10000,
S67196S,,10000
S67197A,,10000
S67197D,10000,
S67197S,,10000
S67198A,,10000
S67198D,10000,
S67198S,,10000
S6720XA,10000,
S6720XD,10000,
S6720XS,,10000
S6721XA,10000,
S6721XD,10000,
S6721XS,,10000
S6722XA,10000,
S6722XD,10000,
S6722XS,,10000
S6730XA,10000,
S6730XD,10000,
S6730XS,,10000
S6731XA,10000,
S6731XD,10000,
S6731XS,,10000
S6732XA,10000,
S6732XD,10000,
S6732XS,,10000
S6740XA,10000,
S6740XD,10000,
S6740XS,,10000
S6741XA,10000,
S6741XD,10000,
S6741XS,,10000
S6742XA,10000,
S6742XD,10000,
S6742XS,,10000
S6790XA,10000,
S6790XD,10000,
S6790XS,,10000
S6791XA,10000,
S6791XD,10000,
S6791XS,,10000
S6792XA,10000,
S6792XD,10000,
S6792XS,,10000
S68011A,,10000
S68011D,10000,
S68011S,,10000
S68012A,,10000
S68012D,10000,
S68012S,,10000
S68019A,,10000
S68019D,10000,
S68019S,,10000
S68021A,,10000
S68021D,10000,
S68021S,,10000
S68022A,,10000
S68022D,10000,
S68022S,,10000
S68029A,,10000
S68029D,10000,
S68029S,,10000
S68110A,,10000
S68110D,10000,
S68110S,,10000
S68111A,,10000
S68111D,10000,
S68111S,,10000
S68112A,,10000
S68112D,10000,
S68112S,,10000
S68113A,,10000
S68113D,10000,
S68113S,,10000
S68114A,,10000
S68114D,10000,
S68114S,,10000
S68115A,,10000
S68115D,10000,
S68115S,,10000
S68116A,,10000
S68116D,10000,
S68116S,,10000
S68117A,,10000
S68117D,10000,
S68117S,,10000
S68118A,,10000
S68118D,10000,
S68118S,,10000
S68119A,,10000
S68119D,10000,
S68119S,,10000
S68120A,,10000
S68120D,10000,
S68120S,,10000
S68121A,,10000
S68121D,10000,
S68121S,,10000
S68122A,,10000
S68122D,10000,
S68122S,,10000
S68123A,,10000
S68123D,10000,
S68123S,,10000
S68124A,,10000
S68124D,10000,
S68124S,,10000
S68125A,,10000
S68125D,10000,
S68125S,,10000
S68126A,,10000
S68126D,10000,
S68126S,,10000
S68127A,,10000
S68127D,10000,
S68127S,,10000
S68128A,,10000
S68128D,10000,
S68128S,,10000
S68129A,,10000
S68129D,10000,
S68129S,,10000
S68411A,,10000
S68411D,10000,
S68411S,,10000
S68412A,,10000
S68412D,10000,
S68412S,,10000
S68419A,,10000
S68419D,10000,
S68419S,,10000
S68421A,,10000
S68421D,10000,
S68421S,,10000
S68422A,,10000
S68422D,10000,
S68422S,,10000
S68429A,,10000
S68429D,10000,
S68429S,,10000
S68511A,,10000
S68511D,10000,
S68511S,,10000
S68512A,,10000
S68512D,10000,
S68512S,,10000
S68519A,,10000
S68519D,10000,
S68519S,,10000
S68521A,,10000
S68521D,10000,
S68521S,,10000
S68522A,,10000
S68522D,10000,
S68522S,,10000
S68529A,,10000
S68529D,10000,
S68529S,,10000
S68610A,,10000
S68610D,10000,
S68610S,,10000
S68611A,,10000
S68611D,10000,
S68611S,,10000
S68612A,,10000
S68612D,10000,
S68612S,,10000
S68613A,,10000
S68613D,10000,
S68613S,,10000
S68614A,,10000
S68614D,10000,
S68614S,,10000
S68615A,,10000
S68615D,10000,
S68615S,,10000
S68616A,,10000
S68616D,10000,
S68616S,,10000
S68617A,,10000
S68617D,10000,
S68617S,,10000
S68618A,,10000
S68618D,10000,
S68618S,,10000
S68619A,,10000
S68619D,10000,
S68619S,,10000
S68620A,,10000
S68620D,10000,
S68620S,,10000
S68621A,,10000
S68621D,10000,
S68621S,,10000
S68622A,,10000
S68622D,10000,
S68622S,,10000
S68623A,,10000
S68623D,10000,
S68623S,,10000
S68624A,,10000
S68624D,10000,
S68624S,,10000
S68625A,,10000
S68625D,10000,
S68625S,,10000
S68626A,,10000
S68626D,10000,
S68626S,,10000
S68627A,,10000
S68627D,10000,
S68627S,,10000
S68628A,,10000
S68628D,10000,
S68628S,,10000
S68629A,,10000
S68629D,10000,
S68629S,,10000
S68711A,,10000
S68711D,10000,
S68711S,,10000
S68712A,,10000
S68712D,10000,
S68712S,,10000
S68719A,,10000
S68719D,10000,
S68719S,,10000
S68721A,,10000
S68721D,10000,
S68721S,,10000
S68722A,,10000
S68722D,10000,
S68722S,,10000
S68729A,,10000
S68729D,10000,
S68729S,,10000
S6980XA,,10000
S6980XA,,10000
S6980XA,,10000
S6980XD,10000,
S6980XS,,10000
S6981XA,,10000
S6981XA,,10000
S6981XA,,10000
S6981XD,10000,
S6981XS,,10000
S6982XA,,10000
S6982XA,,10000
S6982XA,,10000
S6982XD,10000,
S6982XS,,10000
S6990XA,,10000
S6990XA,,10000
S6990XA,,10000
S6990XD,10000,
S6990XS,,10000
S6991XA,,10000
S6991XA,,10000
S6991XA,,10000
S6991XD,10000,
S6991XS,,10000
S6992XA,,10000
S6992XA,,10000
S6992XA,,10000
S6992XD,10000,
S6992XS,,10000
S7000XA,10000,
S7000XD,10000,
S7000XS,,10000
S7001XA,10000,
S7001XD,10000,
S7001XS,,10000
S7002XA,10000,
S7002XD,10000,
S7002XS,,10000
S7010XA,10000,
S7010XA,,10000
S7010XA,,10000
S7010XD,10000,
S7010XS,,10000
S7011XA,10000,
S7011XD,10000,
S7011XS,,10000
S7012XA,10000,
S7012XD,10000,
S7012XS,,10000
S70211A,,10000
S70211D,10000,
S70211S,,10000
S70212A,,10000
S70212D,10000,
S70212S,,10000
S70219A,,10000
S70219D,10000,
S70219S,,10000
S70221A,,10000
S70221D,10000,
S70221S,,10000
S70222A,,10000
S70222D,10000,
S70222S,,10000
S70229A,,10000
S70229D,10000,
S70229S,,10000
S70241A,,10000
S70241D,10000,
S70241S,,10000
S70242A,,10000
S70242D,10000,
S70242S,,10000
S70249A,,10000
S70249D,10000,
S70249S,,10000
S70251A,,10000
S70251D,10000,
S70251S,,10000
S70252A,,10000
S70252D,10000,
S70252S,,10000
S70259A,,10000
S70259D,10000,
S70259S,,10000
S70261A,,10000
S70261D,10000,
S70261S,,10000
S70262A,,10000
S70262D,10000,
S70262S,,10000
S70269A,,10000
S70269D,10000,
S70269S,,10000
S70271A,,10000
S70271D,10000,
S70271S,,10000
S70272A,,10000
S70272D,10000,
S70272S,,10000
S70279A,,10000
S70279D,10000,
S70279S,,10000
S70311A,,10000
S70311D,10000,
S70311S,,10000
S70312A,,10000
S70312D,10000,
S70312S,,10000
S70319A,,10000
S70319D,10000,
S70319S,,10000
S70321A,,10000
S70321D,10000,
S70321S,,10000
S70322A,,10000
S70322D,10000,
S70322S,,10000
S70329A,,10000
S70329D,10000,
S70329S,,10000
S70341A,,10000
S70341D,10000,
S70341S,,10000
S70342A,,10000
S70342D,10000,
S70342S,,10000
S70349A,,10000
S70349D,10000,
S70349S,,10000
S70351A,,10000
S70351D,10000,
S70351S,,10000
S70352A,,10000
S70352D,10000,
S70352S,,10000
S70359A,,10000
S70359D,10000,
S70359S,,10000
S70361A,,10000
S70361D,10000,
S70361S,,10000
S70362A,,10000
S70362D,10000,
S70362S,,10000
S70369A,,10000
S70369D,10000,
S70369S,,10000
S70371A,,10000
S70371D,10000,
S70371S,,10000
S70372A,,10000
S70372D,10000,
S70372S,,10000
S70379A,,10000
S70379D,10000,
S70379S,,10000
S70911A,,10000
S70911D,10000,
S70911S,,10000
S70912A,,10000
S70912D,10000,
S70912S,,10000
S70919A,,10000
S70919D,10000,
S70919S,,10000
S70921A,,10000
S70921D,10000,
S70921S,,10000
S70922A,,10000
S70922D,10000,
S70922S,,10000
S70929A,,10000
S70929D,10000,
S70929S,,10000
S71001A,,10000
S71001D,10000,
S71001S,,10000
S71002A,,10000
S71002D,10000,
S71002S,,10000
S71009A,,10000
S71009D,10000,
S71009S,,10000
S71011A,,10000
S71011D,10000,
S71011S,,10000
S71012A,,10000
S71012D,10000,
S71012S,,10000
S71019A,,10000
S71019D,10000,
S71019S,,10000
S71021A,,10000
S71021D,10000,
S71021S,,10000
S71022A,,10000
S71022D,10000,
S71022S,,10000
S71029A,,10000
S71029A,,10000
S71029D,10000,
S71029S,,10000
S71031A,,10000
S71031D,10000,
S71031S,,10000
S71032A,,10000
S71032D,10000,
S71032S,,10000
S71039A,,10000
S71039D,10000,
S71039S,,10000
S71041A,,10000
S71041D,10000,
S71041S,,10000
S71042A,,10000
S71042D,10000,
S71042S,,10000
S71049A,,10000
S71049D,10000,
S71049S,,10000
S71051A,,10000
S71051D,10000,
S71051S,,10000
S71052A,,10000
S71052D,10000,
S71052S,,10000
S71059A,,10000
S71059D,10000,
S71059S,,10000
S71101A,,10000
S71101D,10000,
S71101S,,10000
S71102A,,10000
S71102D,10000,
S71102S,,10000
S71109A,,10000
S71109D,10000,
S71109S,,10000
S71111A,,10000
S71111D,10000,
S71111S,,10000
S71112A,,10000
S71112D,10000,
S71112S,,10000
S71119A,,10000
S71119D,10000,
S71119S,,10000
S71121A,,10000
S71121D,10000,
S71121S,,10000
S71122A,,10000
S71122D,10000,
S71122S,,10000
S71129A,,10000
S71129D,10000,
S71129S,,10000
S71131A,,10000
S71131D,10000,
S71131S,,10000
S71132A,,10000
S71132D,10000,
S71132S,,10000
S71139A,,10000
S71139D,10000,
S71139S,,10000
S71141A,,10000
S71141D,10000,
S71141S,,10000
S71142A,,10000
S71142D,10000,
S71142S,,10000
S71149A,,10000
S71149D,10000,
S71149S,,10000
S71151A,,10000
S71151D,10000,
S71151S,,10000
S71152A,,10000
S71152D,10000,
S71152S,,10000
S71159A,,10000
S71159D,10000,
S71159S,,10000
S72001A,,10000
S72001B,,10000
S72001C,,10000
S72001D,10000,
S72001E,10000,
S72001F,10000,
S72001G,10000,
S72001H,10000,
S72001J,10000,
S72001K,10000,
S72001M,10000,
S72001N,10000,
S72001P,10000,
S72001Q,10000,
S72001R,10000,
S72001S,,10000
S72002A,,10000
S72002B,,10000
S72002C,,10000
S72002D,10000,
S72002E,10000,
S72002F,10000,
S72002G,10000,
S72002H,10000,
S72002J,10000,
S72002K,10000,
S72002M,10000,
S72002N,10000,
S72002P,10000,
S72002Q,10000,
S72002R,10000,
S72002S,,10000
S72009A,,10000
S72009B,,10000
S72009C,,10000
S72009D,10000,
S72009E,10000,
S72009F,10000,
S72009G,10000,
S72009H,10000,
S72009J,10000,
S72009K,10000,
S72009M,10000,
S72009N,10000,
S72009P,10000,
S72009Q,10000,
S72009R,10000,
S72009S,,10000
S72011A,10000,
S72011B,10000,
S72011C,10000,
S72011D,10000,
S72011E,10000,
S72011F,10000,
S72011G,10000,
S72011H,10000,
S72011J,10000,
S72011K,10000,
S72011M,10000,
S72011N,10000,
S72011P,10000,
S72011Q,10000,
S72011R,10000,
S72011S,,10000
S72012A,10000,
S72012B,10000,
S72012C,10000,
S72012D,10000,
S72012E,10000,
S72012F,10000,
S72012G,10000,
S72012H,10000,
S72012J,10000,
S72012K,10000,
S72012M,10000,
S72012N,10000,
S72012P,10000,
S72012Q,10000,
S72012R,10000,
S72012S,,10000
S72019A,10000,
S72019B,10000,
S72019C,10000,
S72019D,10000,
S72019E,10000,
S72019F,10000,
S72019G,10000,
S72019H,10000,
S72019J,10000,
S72019K,10000,
S72019M,10000,
S72019N,10000,
S72019P,10000,
S72019Q,10000,
S72019R,10000,
S72019S,,10000
S72021A,10000,
S72021B,10000,
S72021C,10000,
S72021D,10000,
S72021E,10000,
S72021F,10000,
S72021G,10000,
S72021H,10000,
S72021J,10000,
S72021K,10000,
S72021M,10000,
S72021N,10000,
S72021P,10000,
S72021Q,10000,
S72021R,10000,
S72021S,,10000
S72022A,10000,
S72022B,10000,
S72022C,10000,
S72022D,10000,
S72022E,10000,
S72022F,10000,
S72022G,10000,
S72022H,10000,
S72022J,10000,
S72022K,10000,
S72022M,10000,
S72022N,10000,
S72022P,10000,
S72022Q,10000,
S72022R,10000,
S72022S,,10000
S72023A,10000,
S72023B,10000,
S72023C,10000,
S72023D,10000,
S72023E,10000,
S72023F,10000,
S72023G,10000,
S72023H,10000,
S72023J,10000,
S72023K,10000,
S72023M,10000,
S72023N,10000,
S72023P,10000,
S72023Q,10000,
S72023R,10000,
S72023S,,10000
S72024A,10000,
S72024B,10000,
S72024C,10000,
S72024D,10000,
S72024E,10000,
S72024F,10000,
S72024G,10000,
S72024H,10000,
S72024J,10000,
S72024K,10000,
S72024M,10000,
S72024N,10000,
S72024P,10000,
S72024Q,10000,
S72024R,10000,
S72024S,,10000
S72025A,10000,
S72025B,10000,
S72025C,10000,
S72025D,10000,
S72025E,10000,
S72025F,10000,
S72025G,10000,
S72025H,10000,
S72025J,10000,
S72025K,10000,
S72025M,10000,
S72025N,10000,
S72025P,10000,
S72025Q,10000,
S72025R,10000,
S72025S,,10000
S72026A,10000,
S72026B,10000,
S72026C,10000,
S72026D,10000,
S72026E,10000,
S72026F,10000,
S72026G,10000,
S72026H,10000,
S72026J,10000,
S72026K,10000,
S72026M,10000,
S72026N,10000,
S72026P,10000,
S72026Q,10000,
S72026R,10000,
S72026S,,10000
S72031A,10000,
S72031B,10000,
S72031C,10000,
S72031D,10000,
S72031E,10000,
S72031F,10000,
S72031G,10000,
S72031H,10000,
S72031J,10000,
S72031K,10000,
S72031M,10000,
S72031N,10000,
S72031P,10000,
S72031Q,10000,
S72031R,10000,
S72031S,,10000
S72032A,10000,
S72032B,10000,
S72032C,10000,
S72032D,10000,
S72032E,10000,
S72032F,10000,
S72032G,10000,
S72032H,10000,
S72032J,10000,
S72032K,10000,
S72032M,10000,
S72032N,10000,
S72032P,10000,
S72032Q,10000,
S72032R,10000,
S72032S,,10000
S72033A,10000,
S72033B,10000,
S72033C,10000,
S72033D,10000,
S72033E,10000,
S72033F,10000,
S72033G,10000,
S72033H,10000,
S72033J,10000,
S72033K,10000,
S72033M,10000,
S72033N,10000,
S72033P,10000,
S72033Q,10000,
S72033R,10000,
S72033S,,10000
S72034A,10000,
S72034B,10000,
S72034C,10000,
S72034D,10000,
S72034E,10000,
S72034F,10000,
S72034G,10000,
S72034H,10000,
S72034J,10000,
S72034K,10000,
S72034M,10000,
S72034N,10000,
S72034P,10000,
S72034Q,10000,
S72034R,10000,
S72034S,,10000
S72035A,10000,
S72035B,10000,
S72035C,10000,
S72035D,10000,
S72035E,10000,
S72035F,10000,
S72035G,10000,
S72035H,10000,
S72035J,10000,
S72035K,10000,
S72035M,10000,
S72035N,10000,
S72035P,10000,
S72035Q,10000,
S72035R,10000,
S72035S,,10000
S72036A,10000,
S72036B,10000,
S72036C,10000,
S72036D,10000,
S72036E,10000,
S72036F,10000,
S72036G,10000,
S72036H,10000,
S72036J,10000,
S72036K,10000,
S72036M,10000,
S72036N,10000,
S72036P,10000,
S72036Q,10000,
S72036R,10000,
S72036S,,10000
S72041A,10000,
S72041B,10000,
S72041C,10000,
S72041D,10000,
S72041E,10000,
S72041F,10000,
S72041G,10000,
S72041H,10000,
S72041J,10000,
S72041K,10000,
S72041M,10000,
S72041N,10000,
S72041P,10000,
S72041Q,10000,
S72041R,10000,
S72041S,,10000
S72042A,10000,
S72042B,10000,
S72042C,10000,
S72042D,10000,
S72042E,10000,
S72042F,10000,
S72042G,10000,
S72042H,10000,
S72042J,10000,
S72042K,10000,
S72042M,10000,
S72042N,10000,
S72042P,10000,
S72042Q,10000,
S72042R,10000,
S72042S,,10000
S72043A,10000,
S72043B,10000,
S72043C,10000,
S72043D,10000,
S72043E,10000,
S72043F,10000,
S72043G,10000,
S72043H,10000,
S72043J,10000,
S72043K,10000,
S72043M,10000,
S72043N,10000,
S72043P,10000,
S72043Q,10000,
S72043R,10000,
S72043S,,10000
S72044A,10000,
S72044B,10000,
S72044C,10000,
S72044D,10000,
S72044E,10000,
S72044F,10000,
S72044G,10000,
S72044H,10000,
S72044J,10000,
S72044K,10000,
S72044M,10000,
S72044N,10000,
S72044P,10000,
S72044Q,10000,
S72044R,10000,
S72044S,,10000
S72045A,10000,
S72045B,10000,
S72045C,10000,
S72045D,10000,
S72045E,10000,
S72045F,10000,
S72045G,10000,
S72045H,10000,
S72045J,10000,
S72045K,10000,
S72045M,10000,
S72045N,10000,
S72045P,10000,
S72045Q,10000,
S72045R,10000,
S72045S,,10000
S72046A,10000,
S72046B,10000,
S72046C,10000,
S72046D,10000,
S72046E,10000,
S72046F,10000,
S72046G,10000,
S72046H,10000,
S72046J,10000,
S72046K,10000,
S72046M,10000,
S72046N,10000,
S72046P,10000,
S72046Q,10000,
S72046R,10000,
S72046S,,10000
S72051A,10000,
S72051B,10000,
S72051C,10000,
S72051D,10000,
S72051E,10000,
S72051F,10000,
S72051G,10000,
S72051H,10000,
S72051J,10000,
S72051K,10000,
S72051M,10000,
S72051N,10000,
S72051P,10000,
S72051Q,10000,
S72051R,10000,
S72051S,,10000
S72052A,10000,
S72052B,10000,
S72052C,10000,
S72052D,10000,
S72052E,10000,
S72052F,10000,
S72052G,10000,
S72052H,10000,
S72052J,10000,
S72052K,10000,
S72052M,10000,
S72052N,10000,
S72052P,10000,
S72052Q,10000,
S72052R,10000,
S72052S,,10000
S72059A,10000,
S72059B,10000,
S72059C,10000,
S72059D,10000,
S72059E,10000,
S72059F,10000,
S72059G,10000,
S72059H,10000,
S72059J,10000,
S72059K,10000,
S72059M,10000,
S72059N,10000,
S72059P,10000,
S72059Q,10000,
S72059R,10000,
S72059S,,10000
S72061A,10000,
S72061B,10000,
S72061C,10000,
S72061D,10000,
S72061E,10000,
S72061F,10000,
S72061G,10000,
S72061H,10000,
S72061J,10000,
S72061K,10000,
S72061M,10000,
S72061N,10000,
S72061P,10000,
S72061Q,10000,
S72061R,10000,
S72061S,,10000
S72062A,10000,
S72062B,10000,
S72062C,10000,
S72062D,10000,
S72062E,10000,
S72062F,10000,
S72062G,10000,
S72062H,10000,
S72062J,10000,
S72062K,10000,
S72062M,10000,
S72062N,10000,
S72062P,10000,
S72062Q,10000,
S72062R,10000,
S72062S,,10000
S72063A,10000,
S72063B,10000,
S72063C,10000,
S72063D,10000,
